Time NY                 | Side  | Qty | Price    | InternalOID     | OrderID         | PosAfter   | Msg
20:06:35.336            | BUY   | 2   | 24974.0  | 20089409        | 36780085.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:12:02.407            | SELL  | 3   | 24959.75 | 20089488        | 36780187.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:13:43.217            | BUY   | 3   | 24980.0  | 20089493        | 36780192.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:40:47.958            | BUY   | 3   | 24983.75 | 20089620        | 36780353.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:47:10.923            | SELL  | 1   | 24990.75 | 20089622        | 36780355.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:49:55.228            | SELL  | 2   | 24985.25 | 20089621        | 36780354.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:51:15.369            | SELL  | 3   | 24973.75 | 20089659        | 36780405.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:54:01.114            | BUY   | 1   | 24967.5  | 20089662        | 36780408.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:54:16.672            | BUY   | 1   | 24958.75 | 20089663        | 36780409.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
20:55:11.657            | BUY   | 1   | 24961.75 | 20089677        | 36780432.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:06:02.909            | SELL  | 3   | 24957.0  | 20089769        | 36780546.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:06:31.979            | BUY   | 3   | 24969.5  | 20089770        | 36780547.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:12:03.654            | BUY   | 3   | 25002.5  | 20089813        | 36780601.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:18:03.952            | SELL  | 1   | 25009.0  | 20089815        | 36780603.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:18:31.908            | SELL  | 2   | 25002.5  | 20089814        | 36780602.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:33:14.419            | BUY   | 3   | 24981.75 | 20090083        | 36780916.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:35:16.627            | SELL  | 1   | 24988.5  | 20090085        | 36780918.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:37:36.960            | SELL  | 2   | 24982.0  | 20090084        | 36780917.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:45:24.408            | SELL  | 3   | 24973.5  | 20090145        | 36780995.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:48:54.322            | BUY   | 1   | 24967.25 | 20090152        | 36781002.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:49:45.702            | BUY   | 1   | 24959.5  | 20090153        | 36781003.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:53:03.743            | BUY   | 1   | 24969.5  | 20090214        | 36781074.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
21:54:19.442            | BUY   | 3   | 24971.5  | 20090232        | 36781092.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:01:37.142            | SELL  | 3   | 24960.25 | 20090233        | 36781094.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:04:42.912            | SELL  | 3   | 24958.5  | 20090269        | 36781152.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:06:10.392            | BUY   | 1   | 24952.5  | 20090271        | 36781154.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:06:23.995            | BUY   | 1   | 24945.0  | 20090272        | 36781155.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:08:03.322            | BUY   | 1   | 24955.0  | 20090288        | 36781171.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:48:00.493            | BUY   | 3   | 24927.5  | 20090553        | 36781548.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:51:21.626            | SELL  | 1   | 24932.5  | 20090555        | 36781550.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:51:42.989            | SELL  | 1   | 24938.75 | 20090556        | 36781551.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
22:58:35.802            | SELL  | 1   | 24941.0  | 20090568        | 36781577.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
23:19:16.432            | BUY   | 3   | 24958.0  | 20090672        | 36781732.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
23:22:24.967            | SELL  | 1   | 24963.0  | 20090674        | 36781734.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
23:33:37.091            | SELL  | 1   | 24969.5  | 20090675        | 36781735.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
23:37:35.471            | SELL  | 1   | 24963.25 | 20090712        | 36781790.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
23:42:26.623            | BUY   | 3   | 24976.0  | 20090716        | 36781794.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
23:42:48.713            | SELL  | 1   | 24980.75 | 20090731        | 36781809.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
23:44:02.651            | SELL  | 1   | 24986.5  | 20090732        | 36781810.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
00:02:02.212            | SELL  | 1   | 24980.0  | 20090741        | 36781821.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
00:14:43.551            | SELL  | 3   | 24986.25 | 20090786        | 36781878.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
00:24:02.432            | BUY   | 1   | 24982.25 | 20090793        | 36781885.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
00:25:10.443            | BUY   | 1   | 24977.0  | 20090794        | 36781886.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
00:27:47.347            | BUY   | 1   | 24976.75 | 20090844        | 36781946.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
00:42:04.701            | BUY   | 3   | 24991.5  | 20090915        | 36782027.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
00:46:20.078            | SELL  | 3   | 24976.0  | 20090916        | 36782028.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
00:56:12.768            | BUY   | 3   | 24988.75 | 20090956        | 36782068.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:00:21.018            | SELL  | 3   | 24979.5  | 20090957        | 36782069.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:16:33.486            | SELL  | 3   | 24976.0  | 20090999        | 36782111.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:19:17.236            | BUY   | 3   | 24985.0  | 20091008        | 36782120.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:25:19.306            | SELL  | 3   | 24972.25 | 20091030        | 36782142.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:27:34.154            | BUY   | 3   | 24981.75 | 20091032        | 36782144.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:46:58.381            | SELL  | 3   | 24975.25 | 20091085        | 36782197.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:48:36.914            | BUY   | 1   | 24971.25 | 20091096        | 36782208.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:48:52.753            | BUY   | 1   | 24966.0  | 20091097        | 36782209.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:50:08.661            | BUY   | 1   | 24973.0  | 20091104        | 36782216.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:54:07.793            | SELL  | 3   | 24955.0  | 20091146        | 36782267.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
01:57:27.073            | BUY   | 3   | 24969.5  | 20091147        | 36782268.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:00:02.284            | BUY   | 3   | 24985.75 | 20091179        | 36782306.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:00:12.235            | SELL  | 1   | 24990.0  | 20091181        | 36782308.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:00:34.898            | SELL  | 1   | 24995.25 | 20091182        | 36782309.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:02:05.759            | SELL  | 1   | 24997.75 | 20091191        | 36782318.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:12:14.296            | BUY   | 3   | 25020.5  | 20091318        | 36782481.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:12:41.604            | SELL  | 1   | 25025.25 | 20091320        | 36782483.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:12:48.334            | SELL  | 2   | 25019.75 | 20091319        | 36782482.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:15:23.872            | BUY   | 3   | 25026.0  | 20091349        | 36782518.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:18:14.172            | SELL  | 1   | 25030.75 | 20091357        | 36782526.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
02:18:56.051            | SELL  | 2   | 25026.25 | 20091356        | 36782525.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
>>> 02:26:26.437            | BUY   | 3   | 25039.0  | 20091480        | 36782689.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
>>> 02:26:26.896            | BUY   | 3   | 25039.0  | 36782689        | None            |            | Trade simulation fill. Bid: 25038.00 Ask: 25039.00 Last: 250
04:05:56.979            | BUY   | 2   | 25046.75 | 20091637        | 36783140.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
04:18:31.102            | SELL  | 3   | 25030.75 | 20091769        | 36783303.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
04:18:46.901            | BUY   | 3   | 25037.5  | 20091780        | 36783314.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
04:46:08.315            | BUY   | 3   | 25082.0  | 20092071        | 36783708.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
04:46:11.649            | SELL  | 1   | 25084.25 | 20092082        | 36783719.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
04:46:12.005            | SELL  | 2   | 25080.75 | 20092081        | 36783718.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
04:52:27.829            | BUY   | 3   | 25091.75 | 20092138        | 36783787.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
04:52:46.568            | SELL  | 1   | 25094.25 | 20092140        | 36783789.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
04:54:47.542            | SELL  | 2   | 25092.0  | 20092139        | 36783788.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:00:00.434            | BUY   | 3   | 25097.5  | 20092197        | 36783886.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:03:31.036            | SELL  | 3   | 25091.25 | 20092198        | 36783887.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:15:39.126            | SELL  | 3   | 25071.75 | 20092388        | 36784117.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:23:44.231            | BUY   | 1   | 25068.25 | 20092399        | 36784128.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:23:51.184            | BUY   | 2   | 25071.5  | 20092398        | 36784127.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:30:00.203            | BUY   | 3   | 25085.5  | 20092495        | 36784229.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:31:24.074            | SELL  | 1   | 25089.5  | 20092502        | 36784237.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:32:34.960            | SELL  | 1   | 25094.25 | 20092503        | 36784238.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
05:35:30.014            | SELL  | 1   | 25086.25 | 20092510        | 36784248.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:09:15.829            | BUY   | 3   | 25090.25 | 20092825        | 36784617.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:13:02.735            | SELL  | 1   | 25094.0  | 20092827        | 36784619.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:13:53.051            | SELL  | 2   | 25090.5  | 20092826        | 36784618.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:25:20.451            | SELL  | 3   | 25086.75 | 20092937        | 36784754.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:25:47.807            | BUY   | 1   | 25083.25 | 20092948        | 36784765.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:25:53.431            | BUY   | 1   | 25079.0  | 20092949        | 36784766.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:26:59.890            | BUY   | 1   | 25085.0  | 20092960        | 36784777.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:34:18.444            | BUY   | 3   | 25095.75 | 20093035        | 36784865.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:35:11.641            | SELL  | 1   | 25099.25 | 20093037        | 36784867.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:37:32.191            | SELL  | 2   | 25096.25 | 20093036        | 36784866.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:39:29.467            | SELL  | 3   | 25092.5  | 20093069        | 36784917.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:43:20.057            | BUY   | 1   | 25089.0  | 20093071        | 36784919.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:43:42.101            | BUY   | 1   | 25084.5  | 20093072        | 36784920.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
06:46:23.667            | BUY   | 1   | 25091.75 | 20093145        | 36784993.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:00:15.531            | BUY   | 3   | 25106.0  | 20093261        | 36785118.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:01:56.959            | SELL  | 3   | 25096.75 | 20093262        | 36785119.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:04:10.043            | BUY   | 3   | 25107.5  | 20093322        | 36785193.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:05:05.035            | SELL  | 1   | 25111.25 | 20093326        | 36785197.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:05:52.446            | SELL  | 2   | 25107.5  | 20093325        | 36785196.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:37:30.147            | BUY   | 3   | 25101.25 | 20093709        | 36785617.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:43:40.336            | SELL  | 1   | 25105.25 | 20093711        | 36785619.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:45:02.528            | SELL  | 2   | 25101.5  | 20093710        | 36785618.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:51:54.216            | SELL  | 3   | 25092.75 | 20093765        | 36785686.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:52:35.110            | BUY   | 1   | 25088.5  | 20093771        | 36785692.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
07:53:08.244            | BUY   | 2   | 25092.5  | 20093770        | 36785691.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:10:23.740            | BUY   | 3   | 25091.5  | 20094041        | 36786071.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:10:30.505            | SELL  | 1   | 25096.5  | 20094045        | 36786075.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:11:15.573            | SELL  | 2   | 25091.75 | 20094044        | 36786074.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:12:20.745            | BUY   | 3   | 25099.75 | 20094066        | 36786102.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:13:19.360            | SELL  | 1   | 25104.75 | 20094068        | 36786104.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:15:10.770            | SELL  | 1   | 25110.5  | 20094069        | 36786105.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:17:35.663            | SELL  | 1   | 25110.25 | 20094095        | 36786150.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:20:59.811            | SELL  | 3   | 25100.0  | 20094180        | 36786286.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:24:10.575            | BUY   | 3   | 25111.75 | 20094181        | 36786287.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:37:27.630            | BUY   | 3   | 25186.25 | 20095152        | 36787408.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:38:07.502            | SELL  | 1   | 25193.0  | 20095154        | 36787410.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:38:30.382            | SELL  | 1   | 25201.25 | 20095155        | 36787411.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:38:56.048            | SELL  | 1   | 25209.75 | 20095202        | 36787478.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:39:41.845            | BUY   | 3   | 25219.0  | 20095270        | 36787576.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:40:11.564            | SELL  | 1   | 25226.0  | 20095272        | 36787581.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:40:17.563            | SELL  | 1   | 25235.0  | 20095273        | 36787582.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:40:38.569            | SELL  | 1   | 25230.25 | 20095326        | 36787670.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:43:01.940            | BUY   | 3   | 25245.75 | 20095461        | 36787882.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:44:18.457            | SELL  | 1   | 25253.25 | 20095463        | 36787884.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:44:35.647            | SELL  | 2   | 25246.25 | 20095462        | 36787883.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:52:48.411            | SELL  | 3   | 25233.0  | 20095928        | 36788589.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:53:19.954            | BUY   | 1   | 25225.0  | 20095934        | 36788595.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
08:53:49.171            | BUY   | 2   | 25232.75 | 20095933        | 36788594.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
09:17:06.029            | SELL  | 3   | 25250.75 | 20096706        | 36789744.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
09:25:23.997            | BUY   | 3   | 25273.25 | 20096712        | 36789750.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
10:24:04.101            | BUY   | 3   | 25263.75 | 20103918        | 36810009.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
10:24:48.641            | SELL  | 1   | 25278.5  | 20103920        | 36810011.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
10:26:14.350            | SELL  | 1   | 25297.25 | 20103921        | 36810012.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
10:29:45.131            | SELL  | 1   | 25316.5  | 20104359        | 36810794.1      | 1          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
10:55:11.782            | BUY   | 3   | 25383.5  | 20105920        | 36816296.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
10:57:10.973            | SELL  | 3   | 25360.0  | 20105921        | 36816297.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:06:07.315            | BUY   | 3   | 25390.0  | 20106142        | 36818866.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:11:49.857            | SELL  | 1   | 25405.25 | 20106149        | 36818873.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:14:10.015            | SELL  | 2   | 25390.0  | 20106148        | 36818872.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:36:04.946            | BUY   | 3   | 25385.5  | 20107006        | 36822181.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:36:47.733            | SELL  | 1   | 25398.0  | 20107010        | 36822185.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:39:44.384            | SELL  | 2   | 25386.0  | 20107009        | 36822184.1      | 2          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:51:05.009            | SELL  | 3   | 25385.0  | 20107360        | 36823627.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:52:34.873            | BUY   | 3   | 25400.5  | 20107365        | 36823635.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:54:13.483            | BUY   | 3   | 25409.5  | 20107429        | 36823945.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
11:56:43.849            | SELL  | 3   | 25383.75 | 20107430        | 36823946.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:00:17.569            | SELL  | 3   | 25378.25 | 20107668        | 36824655.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:01:52.307            | BUY   | 1   | 25368.5  | 20107679        | 36824666.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:04:12.786            | BUY   | 1   | 25356.5  | 20107680        | 36824667.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:08:18.906            | BUY   | 1   | 25281.75 | 20107681        | 36824668.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:08:19.084            | SELL  | 3   | 25280.0  | 20108240        | 36826116.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:08:58.919            | BUY   | 1   | 25270.0  | 20108242        | 36826125.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:09:34.444            | BUY   | 1   | 25257.25 | 20108243        | 36826126.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:10:01.108            | BUY   | 1   | 25259.0  | 20108409        | 36826383.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:50:59.940            | SELL  | 3   | 25307.0  | 20111016        | 36831838.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
12:58:30.907            | BUY   | 3   | 25342.75 | 20111017        | 36831839.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
13:03:18.564            | SELL  | 3   | 25320.5  | 20111318        | 36832729.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
13:10:05.893            | BUY   | 3   | 25357.0  | 20111319        | 36832730.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
13:43:34.218            | SELL  | 3   | 25381.0  | 20112298        | 36835416.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
13:44:59.553            | BUY   | 1   | 25369.25 | 20112308        | 36835426.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
13:46:49.187            | BUY   | 1   | 25354.75 | 20112309        | 36835427.1      | -2         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
13:47:59.992            | BUY   | 1   | 25359.5  | 20112363        | 36835644.1      | -1         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:30:43.299            | BUY   | 3   | 25282.5  | 20114128        | 36839305.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:32:03.580            | SELL  | 3   | 25257.0  | 20114129        | 36839306.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:41:58.969            | BUY   | 3   | 25267.5  | 20114608        | 36840342.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:44:10.393            | SELL  | 3   | 25237.5  | 20114613        | 36840347.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:45:58.420            | SELL  | 3   | 25231.25 | 20114674        | 36840597.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:50:37.735            | BUY   | 3   | 25271.0  | 20114679        | 36840602.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:51:00.773            | BUY   | 3   | 25277.5  | 20114833        | 36840934.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:52:06.725            | SELL  | 3   | 25246.0  | 20114834        | 36840935.1      | 3          | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:54:59.954            | SELL  | 3   | 25227.5  | 20114999        | 36841248.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
14:55:09.088            | BUY   | 1   | 25216.5  | 20115004        | 36841253.1      | -3         | Trading Evaluator (Filled). Info: Trade simulation fill. Bid
