account,base_symbol,date,db_trades,matched,no_log,unmatched
ES-IPS_TM_11,ES,2025-05-22,107,107,0,0
ES-IPS_TM_11,ES,2025-05-23,130,130,0,0
ES-IPS_TM_11,ES,2025-05-26,12,12,0,0
ES-IPS_TM_11,ES,2025-05-27,64,64,0,0
ES-IPS_TM_11,ES,2025-05-28,70,70,0,0
ES-IPS_TM_11,ES,2025-05-29,79,79,0,0
ES-IPS_TM_11,ES,2025-05-30,88,88,0,0
ES-IPS_TM_11,ES,2025-06-01,3,3,0,0
ES-IPS_TM_11,ES,2025-06-02,57,57,0,0
ES-IPS_TM_11,ES,2025-06-03,47,47,0,0
ES-IPS_TM_11,ES,2025-06-04,41,41,0,0
ES-IPS_TM_11,ES,2025-06-05,66,66,0,0
ES-IPS_TM_11,ES,2025-06-06,32,32,0,0
ES-IPS_TM_11,ES,2025-06-09,24,24,0,0
ES-IPS_TM_11,ES,2025-06-10,41,41,0,0
ES-IPS_TM_11,ES,2025-06-11,91,91,0,0
ES-IPS_TM_11,ES,2025-06-12,28,28,0,0
ES-IPS_TM_11,ES,2025-06-13,110,110,0,0
ES-IPS_TM_11,ES,2025-06-15,4,4,0,0
ES-IPS_TM_11,ES,2025-06-16,28,28,0,0
ES-IPS_TM_11,ES,2025-06-17,22,22,0,0
ES-IPS_TM_11,ES,2025-06-18,39,39,0,0
ES-IPS_TM_11,ES,2025-06-19,3,3,0,0
ES-IPS_TM_11,ES,2025-06-20,5,5,0,0
ES-IPS_TM_11,ES,2025-06-23,78,78,0,0
ES-IPS_TM_11,ES,2025-06-24,32,32,0,0
ES-IPS_TM_11,ES,2025-06-25,16,16,0,0
ES-IPS_TM_11,ES,2025-06-26,45,45,0,0
ES-IPS_TM_11,ES,2025-06-27,30,30,0,0
ES-IPS_TM_11,ES,2025-06-29,4,4,0,0
ES-IPS_TM_11,ES,2025-06-30,28,28,0,0
ES-IPS_TM_11,ES,2025-07-01,42,42,0,0
ES-IPS_TM_11,ES,2025-07-02,26,26,0,0
ES-IPS_TM_11,ES,2025-07-03,21,21,0,0
ES-IPS_TM_11,ES,2025-07-04,11,11,0,0
ES-IPS_TM_11,ES,2025-07-06,4,4,0,0
ES-IPS_TM_11,ES,2025-07-07,52,52,0,0
ES-IPS_TM_11,ES,2025-07-08,44,44,0,0
ES-IPS_TM_11,ES,2025-07-09,29,29,0,0
ES-IPS_TM_11,ES,2025-07-10,46,46,0,0
ES-IPS_TM_11,ES,2025-07-11,58,58,0,0
ES-IPS_TM_11,ES,2025-07-13,1,1,0,0
ES-IPS_TM_11,ES,2025-07-14,23,23,0,0
ES-IPS_TM_11,ES,2025-07-15,56,56,0,0
ES-IPS_TM_11,ES,2025-07-16,68,68,0,0
ES-IPS_TM_11,ES,2025-07-17,30,30,0,0
ES-IPS_TM_11,ES,2025-07-18,12,12,0,0
ES-IPS_TM_11,ES,2025-07-20,3,3,0,0
ES-IPS_TM_11,ES,2025-07-21,23,23,0,0
ES-IPS_TM_11,ES,2025-07-22,29,29,0,0
ES-IPS_TM_11,ES,2025-07-23,27,27,0,0
ES-IPS_TM_11,ES,2025-07-24,18,18,0,0
ES-IPS_TM_11,ES,2025-07-25,18,18,0,0
ES-IPS_TM_11,ES,2025-07-27,1,1,0,0
ES-IPS_TM_11,ES,2025-07-28,24,24,0,0
ES-IPS_TM_11,ES,2025-07-29,34,34,0,0
ES-IPS_TM_11,ES,2025-07-30,48,48,0,0
ES-IPS_TM_11,ES,2025-07-31,87,87,0,0
ES-IPS_TM_11,ES,2025-08-01,118,118,0,0
ES-IPS_TM_11,ES,2025-08-03,3,3,0,0
ES-IPS_TM_11,ES,2025-08-04,43,43,0,0
ES-IPS_TM_11,ES,2025-08-05,54,54,0,0
ES-IPS_TM_11,ES,2025-08-06,40,40,0,0
ES-IPS_TM_11,ES,2025-08-07,72,72,0,0
ES-IPS_TM_11,ES,2025-08-08,50,50,0,0
ES-IPS_TM_11,ES,2025-08-11,27,27,0,0
ES-IPS_TM_11,ES,2025-08-12,41,41,0,0
ES-IPS_TM_11,ES,2025-08-13,28,28,0,0
ES-IPS_TM_11,ES,2025-08-14,31,31,0,0
ES-IPS_TM_11,ES,2025-08-15,24,24,0,0
ES-IPS_TM_11,ES,2025-08-18,13,13,0,0
ES-IPS_TM_11,ES,2025-08-19,38,38,0,0
ES-IPS_TM_11,ES,2025-08-20,82,82,0,0
ES-IPS_TM_11,ES,2025-08-21,57,57,0,0
ES-IPS_TM_11,ES,2025-08-22,59,59,0,0
ES-IPS_TM_11,ES,2025-08-24,3,3,0,0
ES-IPS_TM_11,ES,2025-08-25,27,27,0,0
ES-IPS_TM_11,ES,2025-08-26,44,44,0,0
ES-IPS_TM_11,ES,2025-08-27,27,27,0,0
ES-IPS_TM_11,ES,2025-08-28,32,32,0,0
ES-IPS_TM_11,ES,2025-08-29,29,29,0,0
ES-IPS_TM_11,ES,2025-08-31,2,2,0,0
ES-IPS_TM_11,ES,2025-09-01,11,11,0,0
ES-IPS_TM_11,ES,2025-09-02,90,90,0,0
ES-IPS_TM_11,ES,2025-09-03,112,112,0,0
ES-IPS_TM_11,ES,2025-09-04,29,29,0,0
ES-IPS_TM_11,ES,2025-09-05,77,77,0,0
ES-IPS_TM_11,ES,2025-09-07,2,2,0,0
ES-IPS_TM_11,ES,2025-09-08,25,25,0,0
ES-IPS_TM_11,ES,2025-09-09,37,37,0,0
ES-IPS_TM_11,ES,2025-09-10,47,47,0,0
ES-IPS_TM_11,ES,2025-09-11,32,32,0,0
ES-IPS_TM_11,ES,2025-09-12,21,21,0,0
ES-IPS_TM_11,ES,2025-09-15,14,14,0,0
ES-IPS_TM_11,ES,2025-09-16,6,6,0,0
ES-IPS_TM_11,ES,2025-09-17,90,90,0,0
ES-IPS_TM_11,ES,2025-09-18,57,57,0,0
ES-IPS_TM_11,ES,2025-09-19,46,46,0,0
ES-IPS_TM_11,ES,2025-09-22,35,35,0,0
ES-IPS_TM_11,ES,2025-09-23,22,22,0,0
ES-IPS_TM_11,ES,2025-09-24,27,27,0,0
ES-IPS_TM_11,ES,2025-10-13,71,71,0,0
ES-IPS_TM_11,ES,2025-10-14,103,103,0,0
ES-IPS_TM_11,ES,2025-10-15,90,90,0,0
ES-IPS_TM_11,ES,2025-10-16,132,132,0,0
ES-IPS_TM_11,ES,2025-10-17,156,156,0,0
ES-IPS_TM_11,ES,2025-10-19,3,3,0,0
ES-IPS_TM_11,ES,2025-10-20,39,39,0,0
ES-IPS_TM_11,ES,2025-10-21,28,28,0,0
ES-IPS_TM_11,ES,2025-10-22,87,87,0,0
ES-IPS_TM_11,ES,2025-10-23,63,63,0,0
ES-IPS_TM_11,ES,2025-10-24,14,14,0,0
ES-IPS_TM_11,ES,2025-10-27,21,21,0,0
ES-IPS_TM_11,ES,2025-10-28,23,23,0,0
ES-IPS_TM_11,ES,2025-10-29,59,59,0,0
ES-IPS_TM_11,ES,2025-10-30,109,109,0,0
ES-IPS_TM_11,ES,2025-10-31,64,64,0,0
ES-IPS_TM_11,ES,2025-11-03,43,43,0,0
ES-IPS_TM_11,ES,2025-11-04,89,89,0,0
ES-IPS_TM_11,ES,2025-11-05,73,73,0,0
ES-IPS_TM_11,ES,2025-11-06,98,98,0,0
ES-IPS_TM_11,ES,2025-11-07,15,15,0,0
ES-IPS_TM_11,ES,2025-11-14,2,2,0,0
ES-IPS_TM_11,ES,2025-11-17,147,147,0,0
ES-IPS_TM_11,ES,2025-11-18,224,224,0,0
ES-IPS_TM_11,ES,2025-11-19,159,159,0,0
ES-IPS_TM_11,ES,2025-11-20,293,293,0,0
ES-IPS_TM_11,ES,2025-11-21,230,230,0,0
ES-IPS_TM_11,ES,2025-11-26,59,59,0,0
ES-IPS_TM_11,ES,2025-11-27,3,3,0,0
ES-IPS_TM_11,ES,2025-11-28,12,12,0,0
ES-IPS_TM_11,ES,2025-12-01,73,73,0,0
ES-IPS_TM_11,ES,2025-12-02,54,54,0,0
ES-IPS_TM_11,ES,2025-12-03,35,35,0,0
ES-IPS_TM_11,ES,2025-12-04,56,56,0,0
ES-IPS_TM_11,ES,2025-12-05,46,46,0,0
ES-IPS_TM_11,ES,2025-12-08,38,38,0,0
ES-IPS_TM_11,ES,2025-12-09,28,28,0,0
ES-IPS_TM_11,ES,2025-12-10,70,70,0,0
ES-IPS_TM_11,ES,2025-12-11,85,85,0,0
ES-IPS_TM_11,ES,2025-12-12,91,91,0,0
ES-IPS_TM_11,ES,2025-12-14,3,3,0,0
ES-IPS_TM_11,ES,2025-12-15,33,33,0,0
ES-IPS_TM_11,ES,2025-12-16,58,58,0,0
ES-IPS_TM_11,ES,2025-12-17,84,84,0,0
ES-IPS_TM_11,ES,2025-12-18,120,120,0,0
ES-IPS_TM_11,ES,2025-12-19,30,30,0,0
ES-IPS_TM_11,ES,2025-12-22,23,23,0,0
ES-IPS_TM_11,ES,2025-12-23,31,31,0,0
ES-IPS_TM_11,ES,2025-12-24,15,15,0,0
ES-IPS_TM_11,ES,2025-12-25,1,1,0,0
ES-IPS_TM_11,ES,2025-12-26,11,11,0,0
ES-IPS_TM_11,ES,2025-12-29,32,32,0,0
ES-IPS_TM_11,ES,2025-12-30,17,17,0,0
ES-IPS_TM_11,ES,2025-12-31,28,28,0,0
ES-IPS_TM_11,ES,2026-01-02,78,78,0,0
ES-IPS_TM_11,ES,2026-01-05,35,35,0,0
ES-IPS_TM_11,ES,2026-01-06,38,38,0,0
ES-IPS_TM_11,ES,2026-01-07,42,42,0,0
ES-IPS_TM_11,ES,2026-01-08,35,35,0,0
ES-IPS_TM_11,ES,2026-01-09,64,64,0,0
ES-IPS_TM_11,ES,2026-01-11,1,1,0,0
ES-IPS_TM_11,ES,2026-01-12,38,38,0,0
ES-IPS_TM_11,ES,2026-01-13,55,55,0,0
ES-IPS_TM_11,ES,2026-01-14,69,69,0,0
ES-IPS_TM_11,ES,2026-01-15,49,49,0,0
ES-IPS_TM_11,ES,2026-01-16,48,48,0,0
ES-IPS_TM_11,ES,2026-01-18,4,4,0,0
ES-IPS_TM_11,ES,2026-01-19,21,21,0,0
ES-IPS_TM_11,ES,2026-01-20,85,85,0,0
ES-IPS_TM_11,ES,2026-01-21,115,115,0,0
ES-IPS_TM_11,ES,2026-01-22,41,41,0,0
ES-IPS_TM_11,ES,2026-01-23,35,35,0,0
ES-IPS_TM_11,ES,2026-01-25,4,4,0,0
ES-IPS_TM_11,ES,2026-01-26,40,40,0,0
ES-IPS_TM_11,ES,2026-01-27,20,20,0,0
ES-IPS_TM_11,ES,2026-01-28,56,56,0,0
ES-IPS_TM_11,ES,2026-01-29,97,97,0,0
ES-IPS_TM_11,ES,2026-01-30,124,124,0,0
ES-IPS_TM_11,ES,2026-02-01,4,4,0,0
ES-IPS_TM_11,ES,2026-02-02,79,79,0,0
ES-IPS_TM_11,ES,2026-02-03,109,109,0,0
ES-IPS_TM_11,ES,2026-02-04,171,171,0,0
ES-IPS_TM_11,ES,2026-02-05,172,172,0,0
ES-IPS_TM_11,ES,2026-02-06,76,76,0,0
ES-IPS_TM_11,ES,2026-02-08,3,3,0,0
ES-IPS_TM_11,ES,2026-02-09,63,63,0,0
ES-IPS_TM_11,ES,2026-02-10,48,48,0,0
ES-IPS_TM_11,ES,2026-02-11,83,83,0,0
ES-IPS_TM_11,ES,2026-02-12,127,127,0,0
ES-IPS_TM_11,ES,2026-02-13,106,106,0,0
ES-IPS_TM_11,ES,2026-02-15,5,5,0,0
ES-IPS_TM_11,ES,2026-02-16,11,11,0,0
ES-IPS_TM_11,ES,2026-02-17,140,140,0,0
ES-IPS_TM_11,ES,2026-02-18,51,51,0,0
ES-IPS_TM_11,ES,2026-02-19,67,67,0,0
ES-IPS_TM_11,ES,2026-02-20,99,99,0,0
ES-IPS_TM_11,ES,2026-02-22,2,2,0,0
ES-IPS_TM_11,ES,2026-02-23,86,86,0,0
ES-IPS_TM_11,ES,2026-02-24,99,99,0,0
ES-IPS_TM_11,ES,2026-02-25,71,71,0,0
ES-IPS_TM_11,ES,2026-02-26,62,62,0,0
ES-IPS_TM_11,ES,2026-02-27,82,82,0,0
ES-IPS_TM_11,ES,2026-03-01,6,6,0,0
ES-IPS_TM_11,ES,2026-03-02,116,116,0,0
ES-IPS_TM_11,ES,2026-03-03,178,178,0,0
ES-IPS_TM_11,ES,2026-03-04,101,101,0,0
ES-IPS_TM_11,ES,2026-03-05,140,140,0,0
ES-IPS_TM_11,ES,2026-03-06,137,137,0,0
ES-IPS_TM_11,ES,2026-03-08,8,8,0,0
ES-IPS_TM_11,ES,2026-03-09,151,151,0,0
ES-IPS_TM_11,ES,2026-03-10,102,102,0,0
ES-IPS_TM_11,ES,2026-03-11,99,99,0,0
ES-IPS_TM_11,ES,2026-03-12,106,106,0,0
ES-IPS_TM_11,ES,2026-03-13,98,98,0,0
ES-IPS_TM_11,ES,2026-03-15,7,7,0,0
ES-IPS_TM_11,ES,2026-03-16,53,53,0,0
ES-IPS_TM_11,ES,2026-03-17,40,40,0,0
ES-IPS_TM_11,ES,2026-03-18,73,73,0,0
ES-IPS_TM_11,ES,2026-03-19,117,117,0,0
ES-IPS_TM_11,ES,2026-03-20,183,183,0,0
ES-IPS_TM_11,ES,2026-03-22,7,7,0,0
ES-IPS_TM_11,ES,2026-03-23,148,148,0,0
ES-IPS_TM_11,ES,2026-03-24,149,149,0,0
ES-IPS_TM_11,ES,2026-03-25,93,93,0,0
ES-IPS_TM_11,ES,2026-03-26,95,95,0,0
ES-IPS_TM_11,ES,2026-03-27,109,109,0,0
ES-IPS_TM_11,ES,2026-03-29,2,2,0,0
ES-IPS_TM_11,ES,2026-03-30,94,94,0,0
ES-IPS_TM_11,ES,2026-03-31,126,126,0,0
ES-IPS_TM_11,ES,2026-04-01,79,79,0,0
ES-IPS_TM_11,ES,2026-04-02,111,111,0,0
ES-IPS_TM_11,ES,2026-04-03,6,6,0,0
ES-IPS_TM_11,ES,2026-04-06,75,75,0,0
ES-IPS_TM_11,ES,2026-04-07,137,137,0,0
ES-IPS_TM_11,ES,2026-04-08,97,97,0,0
ES-IPS_TM_11,ES,2026-04-09,42,42,0,0
ES-IPS_TM_11,ES,2026-04-10,26,26,0,0
ES-IPS_TM_11,ES,2026-04-12,3,3,0,0
ES-IPS_TM_11,ES,2026-04-13,49,49,0,0
ES-IPS_TM_11,ES,2026-04-14,29,29,0,0
ES-IPS_TM_11,ES,2026-04-15,43,43,0,0
ES-IPS_TM_11,ES,2026-04-16,37,37,0,0
ES-IPS_TM_11,ES,2026-04-17,49,49,0,0
ES-IPS_TM_11,ES,2026-04-19,4,4,0,0
ES-IPS_TM_11,ES,2026-04-20,37,37,0,0
ES-IPS_TM_11,ES,2026-04-21,73,73,0,0
ES-IPS_TM_11,ES,2026-04-22,25,25,0,0
ES-IPS_TM_11,ES,2026-04-23,101,101,0,0
ES-IPS_TM_11,ES,2026-04-24,36,36,0,0
ES-IPS_TM_11,ES,2026-04-26,1,1,0,0
ES-IPS_TM_11,ES,2026-04-27,51,51,0,0
ES-IPS_TM_11,ES,2026-04-28,55,55,0,0
ES-IPS_TM_11,ES,2026-04-29,65,65,0,0
ES-IPS_TM_11,ES,2026-04-30,67,67,0,0
ES-IPS_TM_11,ES,2026-05-01,45,45,0,0
ES-IPS_TM_11,ES,2026-05-03,3,3,0,0
ES-IPS_TM_11,ES,2026-05-04,44,44,0,0
ES-IPS_TM_11,ES,2026-05-05,36,36,0,0
ES-IPS_TM_11,ES,2026-05-06,51,51,0,0
ES-IPS_TM_11,ES,2026-05-07,52,52,0,0
ES-IPS_TM_11,ES,2026-05-08,21,21,0,0
ES-IPS_TM_11,ES,2026-05-11,34,34,0,0
ES-IPS_TM_11,ES,2026-05-12,73,73,0,0
ES-IPS_TM_11,ES,2026-05-13,56,56,0,0
ES-IPS_TM_11,ES,2026-05-14,61,61,0,0
ES-IPS_TM_11,ES,2026-05-15,110,110,0,0
ES-IPS_TM_11,ES,2026-05-17,5,5,0,0
ES-IPS_TM_11,ES,2026-05-18,122,122,0,0
ES-IPS_TM_11,ES,2026-05-19,115,115,0,0
ES-IPS_TM_11,ES,2026-05-20,94,94,0,0
ES-IPS_TM_11,ES,2026-05-21,88,88,0,0
ES-IPS_TM_11,ES,2026-05-22,45,45,0,0
ES-IPS_TM_11,ES,2026-05-24,2,2,0,0
ES-IPS_TM_11,ES,2026-05-25,16,16,0,0
ES-IPS_TM_11,ES,2026-05-26,45,45,0,0
ES-IPS_TM_11,ES,2026-05-27,49,49,0,0
ES-IPS_TM_11,ES,2026-05-28,42,42,0,0
ES-IPS_TM_11,ES,2026-05-29,47,47,0,0
ES-IPS_TM_11,ES,2026-05-31,1,1,0,0
ES-IPS_TM_11,ES,2026-06-01,29,29,0,0
ES-IPS_TM_11,ES,2026-06-02,2,2,0,0
ES-IPS_TM_11,ES,2026-06-23,68,68,0,0
ES-IPS_TM_11,ES,2026-06-24,139,139,0,0
ES-IPS_TM_11,ES,2026-06-25,127,127,0,0
ES-IPS_TM_11,ES,2026-06-26,93,93,0,0
ES-IPS_TM_11,ES,2026-06-29,74,74,0,0
ES-IPS_TM_11,ES,2026-06-30,34,34,0,0
ES-IPS_TM_11,ES,2026-07-01,50,50,0,0
ES-IPS_TM_11,ES,2026-07-02,100,100,0,0
ES-IPS_TM_11,ES,2026-07-03,11,11,0,0
ES-IPS_TM_11,ES,2026-07-06,29,29,0,0
ES-IPS_TM_11,ES,2026-07-07,52,52,0,0
ES-IPS_TM_11,ES,2026-07-08,67,67,0,0
ES-IPS_TM_11,ES,2026-07-09,45,45,0,0
ES-IPS_TM_11,ES,2026-07-10,25,25,0,0
ES-IPS_TM_11,ES,2026-07-13,69,69,0,0
ES-IPS_TM_11,ES,2026-07-14,54,54,0,0
ES-IPS_TM_11,ES,2026-07-15,59,59,0,0
ES-IPS_TM_11,ES,2026-07-16,72,72,0,0
ES-IPS_TM_11,ES,2026-07-17,97,97,0,0
ES-IPS_TM_12,ES,2024-05-23,1,1,0,0
ES-IPS_TM_12,ES,2024-05-24,4,4,0,0
ES-IPS_TM_12,ES,2024-05-28,1,1,0,0
ES-IPS_TM_12,ES,2024-05-29,5,5,0,0
ES-IPS_TM_12,ES,2024-05-30,5,5,0,0
ES-IPS_TM_12,ES,2024-05-31,22,22,0,0
ES-IPS_TM_12,ES,2024-06-03,13,13,0,0
ES-IPS_TM_12,ES,2024-06-04,12,12,0,0
ES-IPS_TM_12,ES,2024-06-05,8,8,0,0
ES-IPS_TM_12,ES,2024-06-06,5,5,0,0
ES-IPS_TM_12,ES,2024-06-07,21,21,0,0
ES-IPS_TM_12,ES,2024-06-10,1,1,0,0
ES-IPS_TM_12,ES,2024-06-11,6,6,0,0
ES-IPS_TM_12,ES,2024-06-12,19,19,0,0
ES-IPS_TM_12,ES,2024-06-13,8,8,0,0
ES-IPS_TM_12,ES,2024-06-14,15,15,0,0
ES-IPS_TM_12,ES,2024-06-17,9,9,0,0
ES-IPS_TM_12,ES,2024-06-20,9,9,0,0
ES-IPS_TM_12,ES,2024-06-21,6,6,0,0
ES-IPS_TM_12,ES,2024-06-24,18,18,0,0
ES-IPS_TM_12,ES,2024-06-25,2,2,0,0
ES-IPS_TM_12,ES,2024-06-26,5,5,0,0
ES-IPS_TM_12,ES,2024-06-27,9,9,0,0
ES-IPS_TM_12,ES,2024-06-28,11,11,0,0
ES-IPS_TM_12,ES,2024-07-01,13,13,0,0
ES-IPS_TM_12,ES,2024-07-02,9,9,0,0
ES-IPS_TM_12,ES,2024-07-03,3,3,0,0
ES-IPS_TM_12,ES,2024-07-04,2,2,0,0
ES-IPS_TM_12,ES,2024-07-05,4,4,0,0
ES-IPS_TM_12,ES,2024-07-08,1,1,0,0
ES-IPS_TM_12,ES,2024-07-09,2,2,0,0
ES-IPS_TM_12,ES,2024-07-10,4,4,0,0
ES-IPS_TM_12,ES,2024-07-11,11,11,0,0
ES-IPS_TM_12,ES,2024-07-12,9,9,0,0
ES-IPS_TM_12,ES,2024-07-15,10,10,0,0
ES-IPS_TM_12,ES,2024-07-16,9,9,0,0
ES-IPS_TM_12,ES,2024-07-17,8,8,0,0
ES-IPS_TM_12,ES,2024-07-18,19,19,0,0
ES-IPS_TM_12,ES,2024-07-19,17,17,0,0
ES-IPS_TM_12,ES,2024-07-22,19,19,0,0
ES-IPS_TM_12,ES,2024-07-23,10,10,0,0
ES-IPS_TM_12,ES,2024-07-24,10,10,0,0
ES-IPS_TM_12,ES,2024-07-25,46,46,0,0
ES-IPS_TM_12,ES,2024-07-26,11,11,0,0
ES-IPS_TM_12,ES,2024-07-28,1,1,0,0
ES-IPS_TM_12,ES,2024-07-29,25,25,0,0
ES-IPS_TM_12,ES,2024-07-30,27,27,0,0
ES-IPS_TM_12,ES,2024-07-31,35,35,0,0
ES-IPS_TM_12,ES,2024-08-01,46,46,0,0
ES-IPS_TM_12,ES,2024-08-02,43,43,0,0
ES-IPS_TM_12,ES,2024-08-04,4,4,0,0
ES-IPS_TM_12,ES,2024-08-05,122,122,0,0
ES-IPS_TM_12,ES,2024-08-06,46,46,0,0
ES-IPS_TM_12,ES,2024-08-07,44,44,0,0
ES-IPS_TM_12,ES,2024-08-08,27,27,0,0
ES-IPS_TM_12,ES,2024-08-12,7,7,0,0
ES-IPS_TM_12,ES,2024-08-13,9,9,0,0
ES-IPS_TM_12,ES,2024-08-14,7,7,0,0
ES-IPS_TM_12,ES,2024-08-15,11,11,0,0
ES-IPS_TM_12,ES,2024-08-20,9,9,0,0
ES-IPS_TM_12,ES,2024-08-22,5,5,0,0
ES-IPS_TM_12,ES,2024-08-23,16,16,0,0
ES-IPS_TM_12,ES,2024-08-26,6,6,0,0
ES-IPS_TM_12,ES,2024-08-27,22,22,0,0
ES-IPS_TM_12,ES,2024-08-28,11,11,0,0
ES-IPS_TM_12,ES,2024-08-29,16,16,0,0
ES-IPS_TM_12,ES,2024-08-30,10,10,0,0
ES-IPS_TM_12,ES,2024-09-02,4,4,0,0
ES-IPS_TM_12,ES,2024-09-03,20,20,0,0
ES-IPS_TM_12,ES,2024-09-04,23,23,0,0
ES-IPS_TM_12,ES,2024-09-05,5,5,0,0
ES-IPS_TM_12,ES,2024-09-11,2,2,0,0
ES-IPS_TM_12,ES,2024-09-19,18,18,0,0
ES-IPS_TM_12,ES,2024-09-20,5,5,0,0
ES-IPS_TM_12,ES,2024-09-23,6,6,0,0
ES-IPS_TM_12,ES,2024-09-24,4,4,0,0
ES-IPS_TM_12,ES,2024-09-25,9,9,0,0
ES-IPS_TM_12,ES,2024-09-26,9,9,0,0
ES-IPS_TM_12,ES,2024-09-27,12,12,0,0
ES-IPS_TM_12,ES,2024-10-01,11,11,0,0
ES-IPS_TM_12,ES,2024-10-02,18,18,0,0
ES-IPS_TM_12,ES,2024-10-03,26,26,0,0
ES-IPS_TM_12,ES,2024-10-04,16,16,0,0
ES-IPS_TM_12,ES,2024-10-06,1,1,0,0
ES-IPS_TM_12,ES,2024-10-07,15,15,0,0
ES-IPS_TM_12,ES,2024-10-08,9,9,0,0
ES-IPS_TM_12,ES,2024-10-09,4,4,0,0
ES-IPS_TM_12,ES,2024-10-10,7,7,0,0
ES-IPS_TM_12,ES,2024-10-11,6,6,0,0
ES-IPS_TM_12,ES,2024-10-14,6,6,0,0
ES-IPS_TM_12,ES,2024-10-15,6,6,0,0
ES-IPS_TM_12,ES,2024-10-16,4,4,0,0
ES-IPS_TM_12,ES,2024-10-17,12,12,0,0
ES-IPS_TM_12,ES,2024-10-18,6,6,0,0
ES-IPS_TM_12,ES,2024-10-21,5,5,0,0
ES-IPS_TM_12,ES,2024-10-22,15,15,0,0
ES-IPS_TM_12,ES,2024-10-23,12,12,0,0
ES-IPS_TM_12,ES,2024-10-24,5,5,0,0
ES-IPS_TM_12,ES,2024-10-25,14,14,0,0
ES-IPS_TM_12,ES,2024-10-28,4,4,0,0
ES-IPS_TM_12,ES,2024-10-29,10,10,0,0
ES-IPS_TM_12,ES,2024-10-30,8,8,0,0
ES-IPS_TM_12,ES,2024-10-31,22,22,0,0
ES-IPS_TM_12,ES,2024-11-01,23,23,0,0
ES-IPS_TM_12,ES,2024-11-04,13,13,0,0
ES-IPS_TM_12,ES,2024-11-05,10,10,0,0
ES-IPS_TM_12,ES,2024-11-06,25,25,0,0
ES-IPS_TM_12,ES,2024-11-07,8,8,0,0
ES-IPS_TM_12,ES,2024-11-08,9,9,0,0
ES-IPS_TM_12,ES,2024-11-10,1,1,0,0
ES-IPS_TM_12,ES,2024-11-11,7,7,0,0
ES-IPS_TM_12,ES,2024-11-12,10,10,0,0
ES-IPS_TM_12,ES,2024-11-13,15,15,0,0
ES-IPS_TM_12,ES,2024-11-14,13,13,0,0
ES-IPS_TM_12,ES,2024-11-15,10,10,0,0
ES-IPS_TM_12,ES,2024-11-18,1,1,0,0
ES-IPS_TM_12,ES,2024-11-19,19,19,0,0
ES-IPS_TM_12,ES,2024-11-20,13,13,0,0
ES-IPS_TM_12,ES,2024-11-21,24,24,0,0
ES-IPS_TM_12,ES,2024-11-22,18,18,0,0
ES-IPS_TM_12,ES,2024-11-25,13,13,0,0
ES-IPS_TM_12,ES,2024-11-26,12,12,0,0
ES-IPS_TM_12,ES,2024-11-27,5,5,0,0
ES-IPS_TM_12,ES,2024-11-28,2,2,0,0
ES-IPS_TM_12,ES,2024-11-29,4,4,0,0
ES-IPS_TM_12,ES,2024-12-02,6,6,0,0
ES-IPS_TM_12,ES,2024-12-03,3,3,0,0
ES-IPS_TM_12,ES,2024-12-04,5,5,0,0
ES-IPS_TM_12,ES,2024-12-05,4,4,0,0
ES-IPS_TM_12,ES,2024-12-06,1,1,0,0
ES-IPS_TM_12,ES,2024-12-09,5,5,0,0
ES-IPS_TM_12,ES,2024-12-10,2,2,0,0
ES-IPS_TM_12,ES,2024-12-11,4,4,0,0
ES-IPS_TM_12,ES,2024-12-13,7,7,0,0
ES-IPS_TM_12,ES,2024-12-16,3,3,0,0
ES-IPS_TM_12,ES,2024-12-17,8,8,0,0
ES-IPS_TM_12,ES,2024-12-18,47,47,0,0
ES-IPS_TM_12,ES,2024-12-19,50,50,0,0
ES-IPS_TM_12,ES,2024-12-20,44,44,0,0
ES-IPS_TM_12,ES,2024-12-23,23,23,0,0
ES-IPS_TM_12,ES,2024-12-24,11,11,0,0
ES-IPS_TM_12,ES,2024-12-26,12,12,0,0
ES-IPS_TM_12,ES,2024-12-27,23,23,0,0
ES-IPS_TM_12,ES,2024-12-30,27,27,0,0
ES-IPS_TM_12,ES,2024-12-31,27,27,0,0
ES-IPS_TM_12,ES,2025-01-02,35,35,0,0
ES-IPS_TM_12,ES,2025-01-03,16,16,0,0
ES-IPS_TM_12,ES,2025-01-06,26,26,0,0
ES-IPS_TM_12,ES,2025-01-07,25,25,0,0
ES-IPS_TM_12,ES,2025-01-08,36,36,0,0
ES-IPS_TM_12,ES,2025-01-10,38,38,0,0
ES-IPS_TM_12,ES,2025-01-13,25,25,0,0
ES-IPS_TM_12,ES,2025-01-14,32,32,0,0
ES-IPS_TM_12,ES,2025-01-15,13,13,0,0
ES-IPS_TM_12,ES,2025-01-16,14,14,0,0
ES-IPS_TM_12,ES,2025-01-17,13,13,0,0
ES-IPS_TM_12,ES,2025-01-20,6,6,0,0
ES-IPS_TM_12,ES,2025-01-21,10,10,0,0
ES-IPS_TM_12,ES,2025-01-22,3,3,0,0
ES-IPS_TM_12,ES,2025-01-23,3,3,0,0
ES-IPS_TM_12,ES,2025-01-24,10,10,0,0
ES-IPS_TM_12,ES,2025-01-26,1,1,0,0
ES-IPS_TM_12,ES,2025-01-27,33,33,0,0
ES-IPS_TM_12,ES,2025-01-28,13,13,0,0
